x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x23,x24
0.568989754,0.595182657,0.615414798,0.6319291,0.529659331,0.504057288,0.48060596,0.655513883,0.446610183,0.616021693,0.533923149,0.439835817,0.640060663
0.578205824,0.606208563,0.626542151,0.642577827,0.54092896,0.516529143,0.493420035,0.662424445,0.454401523,0.622325182,0.542280853,0.435009837,0.640492201
0.574612379,0.604872644,0.625701964,0.642653525,0.537835836,0.51314801,0.491549879,0.664323092,0.457336813,0.617838562,0.539440274,0.429722339,0.638682067
0.573690295,0.606168032,0.627213717,0.644304991,0.53829658,0.514062881,0.493574232,0.667119086,0.462042332,0.615347445,0.538036346,0.427046031,0.638432443
0.570283473,0.602858365,0.624333143,0.642716229,0.534565449,0.5107584,0.491234183,0.669086635,0.463042289,0.612350106,0.534715116,0.426350802,0.638525069
0.572437465,0.60374248,0.625745773,0.645391583,0.535304606,0.511607885,0.492701918,0.672344267,0.466204375,0.613078356,0.5370453,0.42677623,0.637894869
0.58074075,0.606370211,0.626906335,0.645962298,0.542715847,0.518151462,0.498366177,0.670323908,0.469658464,0.617338419,0.548609495,0.426684022,0.637833059
0.587314487,0.60967499,0.630912244,0.650817394,0.546607256,0.522444487,0.502893686,0.673358381,0.475063533,0.626467228,0.557265699,0.428591758,0.637545049
0.591719389,0.614157021,0.635833263,0.654870689,0.551937044,0.528963506,0.509719908,0.674702704,0.479405999,0.633998692,0.560308993,0.428331494,0.638590455
0.593020022,0.615245104,0.636483729,0.655075669,0.554606855,0.531963408,0.512086451,0.674327612,0.480203837,0.634872794,0.562126577,0.428328156,0.640265822
0.591476023,0.613641679,0.634592414,0.653109491,0.552134275,0.528988242,0.509213984,0.67396301,0.479333133,0.63187176,0.558887839,0.422964126,0.640400171
0.580133498,0.607693732,0.628427148,0.645586133,0.534718752,0.512008548,0.494021505,0.657420814,0.468788058,0.617398977,0.545298815,0.416439891,0.633250773
0.554688632,0.578196228,0.598205209,0.614780903,0.508462846,0.4896065,0.473622233,0.639555514,0.452721506,0.59618032,0.523895681,0.406085491,0.628684223
0.542473733,0.56731987,0.58745265,0.603940725,0.497756839,0.479049951,0.462871253,0.625372529,0.439794272,0.585047245,0.513269484,0.399035543,0.618167043
0.527029693,0.552817523,0.575257719,0.592689574,0.482839227,0.464795947,0.448953509,0.613866508,0.427655667,0.572520494,0.501867235,0.396703809,0.607062399
0.520258486,0.544852853,0.566983819,0.584390521,0.477798373,0.459415406,0.442966938,0.60540843,0.420925021,0.56566745,0.496020913,0.397804379,0.598485708
0.509425879,0.534674406,0.559467375,0.578255236,0.46317178,0.445066541,0.429836631,0.597733259,0.412955642,0.558598936,0.48676911,0.412633866,0.592668951
0.501929045,0.526724279,0.551669717,0.571326196,0.457277805,0.438629925,0.423153043,0.591486096,0.406276703,0.55068171,0.481412917,0.446479052,0.590253115
0.485015005,0.496141165,0.533087969,0.555858314,0.437397093,0.420491666,0.407025337,0.57601285,0.39749366,0.538737595,0.470141202,0.470714182,0.591231883
0.478389621,0.498401254,0.528155863,0.54951942,0.429007351,0.411461234,0.397784531,0.572325349,0.393066227,0.535829306,0.463015646,0.472651601,0.589800894
0.47687453,0.499375224,0.527128398,0.547130167,0.425584108,0.407713592,0.394006521,0.570852995,0.389973193,0.534773886,0.459660441,0.47024411,0.586039305
0.481868833,0.504717827,0.529569685,0.547528982,0.43239224,0.413471252,0.398438483,0.567626655,0.389770299,0.535063744,0.462622821,0.474070042,0.583637178
0.47969076,0.503350019,0.527106285,0.544870257,0.433160394,0.414630681,0.399751574,0.566149294,0.389705271,0.53229934,0.46103543,0.478722185,0.581303656
0.483353883,0.506686926,0.529728472,0.547376335,0.437688321,0.418998063,0.403817266,0.569516361,0.391414523,0.533538342,0.463314563,0.483664006,0.58080554
0.485071361,0.507304072,0.532557309,0.550082624,0.439025968,0.420768708,0.405897349,0.57186836,0.392598927,0.535199225,0.465459317,0.483185023,0.580639124
0.507140815,0.525889397,0.542879999,0.557056129,0.45938319,0.437295258,0.419667244,0.57309109,0.395236403,0.540214777,0.479366094,0.482736081,0.58078903
0.515302718,0.535100222,0.549262762,0.562645614,0.471679419,0.449154645,0.430848897,0.57945931,0.400033563,0.543269694,0.484904766,0.481833726,0.581148267
0.520143986,0.539690256,0.553237736,0.566648245,0.476782024,0.454406172,0.436534286,0.585617185,0.404627979,0.54599309,0.487822711,0.480737567,0.581465781
0.524084985,0.541924179,0.556516111,0.570969343,0.479937851,0.457980722,0.440027982,0.588952482,0.407804012,0.550349772,0.492312551,0.480394363,0.581782341
0.522526205,0.541521728,0.557014942,0.572529078,0.480020523,0.459106803,0.441527486,0.590114057,0.40940246,0.550408483,0.491491586,0.473997235,0.578705668
0.525128365,0.543903768,0.560354769,0.577373922,0.485235691,0.464249492,0.446419805,0.592845082,0.412428111,0.552265048,0.493904024,0.468176275,0.577466667
0.525022566,0.543810427,0.560497224,0.577691138,0.485246867,0.464592099,0.447291106,0.593393326,0.41373083,0.552411795,0.494800657,0.465143472,0.576088488
0.524177194,0.543263793,0.560327709,0.577543318,0.483855247,0.46351701,0.446600348,0.593303978,0.414219856,0.551984072,0.494504839,0.464501351,0.574435472
0.523947239,0.542892277,0.559989929,0.577195108,0.485800952,0.465568513,0.448924631,0.593188703,0.415816873,0.551519752,0.495025903,0.463766664,0.572329581
0.524391234,0.542944968,0.559739649,0.576888978,0.489703149,0.470208645,0.453485698,0.59306711,0.4185853,0.551246703,0.497144222,0.463747323,0.570823431
0.52516675,0.543781221,0.559796274,0.576646984,0.493494153,0.474598676,0.458427906,0.592979372,0.423096448,0.551120281,0.498454958,0.460748225,0.568275332
0.526707888,0.545398653,0.56043011,0.576593101,0.497310609,0.478149921,0.461851954,0.592930377,0.426742375,0.550975382,0.499841511,0.449755073,0.564973593
0.527600288,0.546250582,0.560884833,0.57656157,0.498031646,0.47855103,0.462070912,0.592758119,0.427505463,0.550961912,0.500133574,0.417376488,0.559684694
0.527358353,0.546398044,0.560914576,0.576475203,0.497423828,0.477806181,0.461442977,0.592504382,0.427783936,0.550284803,0.499903172,0.391738504,0.552724063
0.526300848,0.546269476,0.560735822,0.575593054,0.49672088,0.476905376,0.460470796,0.591415763,0.427366227,0.547899187,0.498154521,0.353204608,0.551430225
0.519251108,0.543310106,0.557748199,0.57156986,0.490819067,0.473307967,0.458777726,0.589014471,0.427063018,0.54124409,0.491570026,0.280900598,0.55205971
0.517517149,0.542946577,0.557283938,0.570814431,0.490071744,0.472795963,0.458589464,0.588184118,0.426732361,0.538975418,0.489033341,0.241926759,0.553306103
0.516672015,0.542703271,0.556948483,0.570311129,0.490002334,0.472566694,0.458197474,0.58774066,0.426776886,0.537434876,0.488003343,0.23752588,0.554161072
0.510299921,0.537812829,0.552432597,0.565715134,0.483763605,0.468095124,0.454906374,0.586002886,0.42619583,0.532860518,0.482238114,0.244589075,0.554540217
0.506499052,0.534604788,0.549620032,0.563221395,0.480019391,0.464975148,0.452190489,0.585159957,0.425512433,0.530396283,0.479122162,0.249641985,0.554579198
0.497432351,0.526668549,0.543154955,0.557454348,0.471604377,0.457932264,0.445650607,0.583403349,0.422307521,0.525542855,0.472769767,0.253336042,0.554159582
0.48696062,0.51604265,0.534267187,0.548916221,0.462610751,0.450106889,0.438192189,0.578448772,0.419037908,0.518974245,0.466109008,0.251578361,0.553871512
0.48331061,0.512865305,0.531021357,0.545282304,0.45907414,0.446401507,0.434331149,0.575229704,0.415751547,0.515722573,0.462710649,0.246123806,0.553671062
0.479459643,0.50983578,0.528385222,0.542759597,0.455594063,0.442913502,0.43087852,0.573527396,0.413389981,0.513159335,0.459882617,0.245274127,0.553536654
0.477355003,0.507042885,0.525813162,0.540180147,0.4533149,0.440474242,0.42829141,0.571682692,0.411048234,0.511365831,0.458260804,0.245770797,0.553518057
0.475563228,0.504748404,0.5239591,0.538702309,0.45214045,0.439240575,0.426927,0.570558012,0.409716815,0.509152532,0.456707478,0.245715946,0.553573608
0.476260483,0.504668653,0.523626566,0.538489163,0.452521294,0.439620882,0.42723763,0.570075929,0.409661114,0.50899899,0.45656088,0.247904539,0.553621352
0.478047878,0.506273568,0.524896204,0.539657176,0.453849614,0.440627545,0.428110957,0.570444822,0.409754366,0.510223031,0.457762897,0.249263376,0.553774357
0.478969932,0.506715477,0.525177598,0.539984465,0.45406726,0.440706939,0.428213626,0.570487916,0.40986976,0.510431528,0.458123863,0.239336669,0.553954661
0.483431637,0.511291564,0.528658688,0.543795407,0.457328886,0.443165869,0.430396914,0.571744204,0.409984231,0.512550116,0.459440738,0.226626694,0.554084182
0.485719204,0.513907969,0.530647337,0.545573294,0.458659261,0.443920523,0.430869699,0.571919858,0.409154326,0.514350832,0.459946036,0.205203339,0.553979158
0.486465544,0.514368176,0.530724466,0.54568851,0.458890468,0.444143265,0.431173772,0.570604384,0.406901151,0.514883757,0.460284621,0.193388715,0.55370903
0.484756112,0.511984944,0.528517127,0.543017447,0.457141191,0.442597955,0.429562956,0.567202926,0.404167861,0.51424253,0.459557533,0.185705528,0.552392185
0.482100695,0.508335888,0.524929762,0.538803041,0.453802675,0.439396262,0.426109821,0.562386155,0.400614142,0.512779951,0.45766151,0.182690129,0.549811244
0.478705972,0.505413294,0.522465765,0.536328375,0.449700803,0.435039878,0.421163857,0.559835672,0.395341843,0.511030316,0.454416245,0.182003155,0.548328876
0.47674036,0.50285387,0.520002961,0.533759117,0.447066218,0.432508588,0.418666482,0.557619631,0.393124878,0.509836972,0.452918023,0.17784439,0.548081458
0.476373464,0.502743959,0.519886732,0.533775985,0.446530133,0.431749642,0.417811096,0.557379127,0.391796857,0.50977236,0.452135205,0.161859974,0.547298014
0.475216269,0.501914918,0.519087076,0.533146441,0.444878876,0.430055916,0.416202068,0.55753547,0.390026212,0.509265661,0.450787663,0.154828414,0.547156274
0.473504722,0.500092387,0.51743722,0.531499386,0.442893207,0.428106308,0.414108366,0.556494772,0.388048738,0.508184791,0.449118137,0.158128634,0.546657503
0.470662892,0.497965813,0.515777767,0.530004323,0.440225214,0.425422639,0.411249548,0.556086421,0.385852247,0.506699443,0.446215272,0.160701692,0.546713769
0.465750337,0.493579298,0.512425721,0.527197301,0.436227113,0.421562314,0.407382578,0.555584252,0.384046286,0.503396809,0.442286968,0.160240635,0.548316836
0.46360445,0.49190858,0.511001766,0.525732458,0.43458575,0.420028895,0.405930251,0.554750085,0.383016229,0.501896441,0.440632999,0.15968968,0.548966646
0.45768407,0.486785322,0.506990016,0.522279441,0.43053028,0.416255027,0.402381301,0.553337514,0.381686598,0.496581823,0.436493784,0.161637619,0.55056268
0.45281747,0.481461734,0.502162397,0.517637014,0.426346421,0.412140846,0.398397952,0.549734652,0.380313367,0.49238959,0.433447808,0.162844643,0.553052008
0.446290374,0.473341167,0.494476676,0.510947466,0.420517802,0.40604037,0.392236531,0.543706,0.37775147,0.485507131,0.42895174,0.168760881,0.554321527
0.44030571,0.466504574,0.48857376,0.506363153,0.415151715,0.400473386,0.386603057,0.540290534,0.37498495,0.479445666,0.423895866,0.188215032,0.555676401
0.436081439,0.462029845,0.484093189,0.502417326,0.411872178,0.397410661,0.383843064,0.537443995,0.374419779,0.474892735,0.420330554,0.252826244,0.555612326
0.434449166,0.460529149,0.482034862,0.500124931,0.411526114,0.397433251,0.384235829,0.535541654,0.374971658,0.472474843,0.419484705,0.321074426,0.554274917
0.433582127,0.460954756,0.482420474,0.500199735,0.411595464,0.397711068,0.384813517,0.535980403,0.375194371,0.471726298,0.418670863,0.377990276,0.550096929
0.433494478,0.461224198,0.48263514,0.500417948,0.412098497,0.398447692,0.385692507,0.536093116,0.376768887,0.472411662,0.418545365,0.404633433,0.546827078
0.434970826,0.462586045,0.483791232,0.501352549,0.412889481,0.399048239,0.386009514,0.537765741,0.380080968,0.473383039,0.419381231,0.401629657,0.545213103
0.442050248,0.471561402,0.492373019,0.509436846,0.41968593,0.407290339,0.395479113,0.546906888,0.389435679,0.480820745,0.424569994,0.384599298,0.546119034
0.453985125,0.484151453,0.504858315,0.52207464,0.428845227,0.416852981,0.405276477,0.557677746,0.396202117,0.492925376,0.433278292,0.380011588,0.549019456
0.465219766,0.493693143,0.512862802,0.528795481,0.436398238,0.423667073,0.411807358,0.563444376,0.399363905,0.501970947,0.44218722,0.375741869,0.552441955
0.469668269,0.496600032,0.515007257,0.530328691,0.440325439,0.427488893,0.41572541,0.56472069,0.402342349,0.504957438,0.446729749,0.373984784,0.556680381
0.472972184,0.499964058,0.518232048,0.533519626,0.443158418,0.429930031,0.417959034,0.567142725,0.403213501,0.507159054,0.449423701,0.370895773,0.559103429
0.478039354,0.50430429,0.522450924,0.538070202,0.446942449,0.433140934,0.421311289,0.570453107,0.404787183,0.511678159,0.45374164,0.367500424,0.561121881
0.47816056,0.504940748,0.523257434,0.539108515,0.447368652,0.433459848,0.42140615,0.571813226,0.404266357,0.512098074,0.453610599,0.363895297,0.561517477
0.482080936,0.50723356,0.525006235,0.540909886,0.450728983,0.436501116,0.424969941,0.57316047,0.406802624,0.514208794,0.457780927,0.362156302,0.561271071
0.487520665,0.511546016,0.528836012,0.544965148,0.454819858,0.439884156,0.428177804,0.573994219,0.408006012,0.517754495,0.462852597,0.361430436,0.561280787
0.49060899,0.514428377,0.531311095,0.547343314,0.458186895,0.442762583,0.430827975,0.575043738,0.410095572,0.519605637,0.465161115,0.360152334,0.561239302
0.48965323,0.513812304,0.530978262,0.547159433,0.457559466,0.442360014,0.430412292,0.575335562,0.410088718,0.519440532,0.463787287,0.356620848,0.56117487
0.491219163,0.51515907,0.531970918,0.548169315,0.459064305,0.443489343,0.431360066,0.576433599,0.410837471,0.520334959,0.464445293,0.353346705,0.56173259
0.495488167,0.518610001,0.535054684,0.551074982,0.461135596,0.444494069,0.43180868,0.577422321,0.410640597,0.523314357,0.466295242,0.349609077,0.565614522
0.495393723,0.518139899,0.534368634,0.550173044,0.461923391,0.445790648,0.43341741,0.576985657,0.414157361,0.523417473,0.467075795,0.34266293,0.568614721
0.498124629,0.519905984,0.535480201,0.550824225,0.468266934,0.452307343,0.440067649,0.577158749,0.424691379,0.527830064,0.472311467,0.366652519,0.572361469
0.513890982,0.533501804,0.54871875,0.563215137,0.485621661,0.467742443,0.452883929,0.583428144,0.430531055,0.53791976,0.486034602,0.389096916,0.578873873
0.512370229,0.532452881,0.547802746,0.56230551,0.481888205,0.464118689,0.44980213,0.583468676,0.428004742,0.537094653,0.48372224,0.393276662,0.577935278
0.518224001,0.53416121,0.548289835,0.561751068,0.485494792,0.467496514,0.452087879,0.574125826,0.426393509,0.540061593,0.489517987,0.379058391,0.577008069
0.515337348,0.525155485,0.538532495,0.550856531,0.479916394,0.464380354,0.450591773,0.562601388,0.425704688,0.539928555,0.488954276,0.356168598,0.575766444
0.526861072,0.543611169,0.557619035,0.570498288,0.502676964,0.488852203,0.476131469,0.586086392,0.451133698,0.560761034,0.503896832,0.400192916,0.622279823
0.600480676,0.61259836,0.626760542,0.640066862,0.5665133,0.551030755,0.537731528,0.653710127,0.515729368,0.625969231,0.57829088,0.502837062,0.671264231
0.595824897,0.611696661,0.6274786,0.641110361,0.564617753,0.547678173,0.531697452,0.656068802,0.500982583,0.625600874,0.574276686,0.528871477,0.668202758
0.585942268,0.603644967,0.619731963,0.634684682,0.555903256,0.53835696,0.522940695,0.656389356,0.498243243,0.613808692,0.562202513,0.554021239,0.667132795
0.590721905,0.606787324,0.622339368,0.637149572,0.560835898,0.543522716,0.528217494,0.656137168,0.501339853,0.616005898,0.566781759,0.588494122,0.662055731
0.598138988,0.612080514,0.626846254,0.640634358,0.566647768,0.548779547,0.532726169,0.653482199,0.501048148,0.620745778,0.572516084,0.612108648,0.655352771
0.602196217,0.614272833,0.627644658,0.640021682,0.571118414,0.552482307,0.535078287,0.648973107,0.499942601,0.622027218,0.575852573,0.620956898,0.650029957
0.601352632,0.614103496,0.627465308,0.639518797,0.566721916,0.547563434,0.53023392,0.646771371,0.495645612,0.623561323,0.572659969,0.625276208,0.647163808
0.596914053,0.612178266,0.625775039,0.637850344,0.561888158,0.542682707,0.525848627,0.644740641,0.49443242,0.619253099,0.567224741,0.626544893,0.645233393
0.599255502,0.614882469,0.627796113,0.639245927,0.566397667,0.546301007,0.527790844,0.643371105,0.492221564,0.617547929,0.566404164,0.630090237,0.637242556
0.60817945,0.623415172,0.635284662,0.645378351,0.577401459,0.556721032,0.536457539,0.642902434,0.491681278,0.621533155,0.572136939,0.624199629,0.629165649
0.615173399,0.630027056,0.640161932,0.648614228,0.587806106,0.567304194,0.545652449,0.642640054,0.492263198,0.623066485,0.578310013,0.615566015,0.616538584
0.612233579,0.627940893,0.639311194,0.648372889,0.583556831,0.56412977,0.543632567,0.642247319,0.492081165,0.623458147,0.577078938,0.611075282,0.611771166
0.610324323,0.626326621,0.63859868,0.648053586,0.580043375,0.560868084,0.540816605,0.641959488,0.491637319,0.623032629,0.575689554,0.607574105,0.613557339
0.611593843,0.627349734,0.639195144,0.648248255,0.580627799,0.561428189,0.540916383,0.641643286,0.491250008,0.623606205,0.576894283,0.604276657,0.614608705
0.611118376,0.626958787,0.639175534,0.648310244,0.579163611,0.560007393,0.539687097,0.642012656,0.490783244,0.623884857,0.576385736,0.602810144,0.617866695
0.610685349,0.626363575,0.638745308,0.648009241,0.578275442,0.559154212,0.538956344,0.642225921,0.490674108,0.624520719,0.575818837,0.597128689,0.621229708
0.610031843,0.625898063,0.63816613,0.64758563,0.57817775,0.558962107,0.538777411,0.642037928,0.489609212,0.624071002,0.575334787,0.587387323,0.622777462
0.607871473,0.624370813,0.63700819,0.646609545,0.577082157,0.558068514,0.538080275,0.641869843,0.487928838,0.622258663,0.573713362,0.578478158,0.62356329
0.603551269,0.621154249,0.634080172,0.644141912,0.575284183,0.556611121,0.536874712,0.641411304,0.486123383,0.61835885,0.569900274,0.575731039,0.623961985
0.600511134,0.619394839,0.632476926,0.642742097,0.573980868,0.555492342,0.535759866,0.641263902,0.482446283,0.615932107,0.566872656,0.572777689,0.626681268
0.595887959,0.616647005,0.629985869,0.640616953,0.570313573,0.550818205,0.530448973,0.641035914,0.478311926,0.612398267,0.562073648,0.571909487,0.630653322
0.595888197,0.61658299,0.629861474,0.640402555,0.57029897,0.550737083,0.530130982,0.640959799,0.477069765,0.612440526,0.561432421,0.572714388,0.631823897
0.5959813,0.616845846,0.630254328,0.640787542,0.569995224,0.550096571,0.529003978,0.641839266,0.475771606,0.612530291,0.560789168,0.572790146,0.637292266
0.596037269,0.618602514,0.632146955,0.642656803,0.570066035,0.550305426,0.529458523,0.644838214,0.475984275,0.612953305,0.560936332,0.56897223,0.64184165
0.59637934,0.620236039,0.634133101,0.644812882,0.570291758,0.550868094,0.530282915,0.645978868,0.476021856,0.613388002,0.56096518,0.562053144,0.641115427
0.600744903,0.62592268,0.640166163,0.651041448,0.571068227,0.551275313,0.530448258,0.650759637,0.476147175,0.618312955,0.562108874,0.551088512,0.640595973
0.610425651,0.635783315,0.649190307,0.659609079,0.577735782,0.557224214,0.536348343,0.656590581,0.478351682,0.626020491,0.567236006,0.535814941,0.639779627
0.615625918,0.642321646,0.655493259,0.665595949,0.581769109,0.56103164,0.540345609,0.66215986,0.481932282,0.629901826,0.571945488,0.539414883,0.639415205
0.62155664,0.647522271,0.65971905,0.669671595,0.588820457,0.567675054,0.547756314,0.666469336,0.489050567,0.63487947,0.578118682,0.533565283,0.639203608
0.62390548,0.648798108,0.660796225,0.670973778,0.592449188,0.571431935,0.552123189,0.668013752,0.494992226,0.635674477,0.580198705,0.515877843,0.633898795
0.635494173,0.660302699,0.67237401,0.682605803,0.606182218,0.583412707,0.563407302,0.674284041,0.504172623,0.643631279,0.586906254,0.522371471,0.623034239
0.651803553,0.673317313,0.686887383,0.698102236,0.618063033,0.595027387,0.572797239,0.68553251,0.512473702,0.658132613,0.605730414,0.595354199,0.623349667
0.662939191,0.682625234,0.696293116,0.707594991,0.628692329,0.606810808,0.585402727,0.7148453,0.526742995,0.668942392,0.621748865,0.660022318,0.625827849
0.666063428,0.684053302,0.697881758,0.709179163,0.627777815,0.606245399,0.585511446,0.701869965,0.528666079,0.672199965,0.624068975,0.681668282,0.629120409
0.672909439,0.687458932,0.699157476,0.709536552,0.639151692,0.618834436,0.598388314,0.695709527,0.541489065,0.67696327,0.633432865,0.691760838,0.634805143
0.673851311,0.687841952,0.699772835,0.710268557,0.640286684,0.620384037,0.600629508,0.694977343,0.54520148,0.680152237,0.634870112,0.700920165,0.634784758
0.670028925,0.685684621,0.69920212,0.711524248,0.634574473,0.614034593,0.593988657,0.701325357,0.539135993,0.68185091,0.631316423,0.679599702,0.635965049
0.669053078,0.682965934,0.696317732,0.708264291,0.632462442,0.613613904,0.591902554,0.704717577,0.535675585,0.678187907,0.627270639,0.670196235,0.647774339
0.653467059,0.677183747,0.693388939,0.7064147,0.620747983,0.604211569,0.585556686,0.705319166,0.533950567,0.676730692,0.622161329,0.663035095,0.65324235
0.629547417,0.660047054,0.679880619,0.695534945,0.600289881,0.581081629,0.561763287,0.704153776,0.525278151,0.661911666,0.59881556,0.658796668,0.657395899
0.619136274,0.65037787,0.670593202,0.686626136,0.590988755,0.570991933,0.55215019,0.703108728,0.519391119,0.652022302,0.589722693,0.656497538,0.658054292
0.60260272,0.632968664,0.65152353,0.668318868,0.576681912,0.556271255,0.538766861,0.694181859,0.51360774,0.633362055,0.570921957,0.652032495,0.657851934
0.591552675,0.619155645,0.636458576,0.652727962,0.563954413,0.544476151,0.529201865,0.681735456,0.506924212,0.619808257,0.558790624,0.640555203,0.653344989
0.584928155,0.613432467,0.62928772,0.644429803,0.558392346,0.538489103,0.523468435,0.67193675,0.499497205,0.61292237,0.550694406,0.627935469,0.645634592
0.580453753,0.60970515,0.62496829,0.639602125,0.551867008,0.533295572,0.519398451,0.664501011,0.493383616,0.610226154,0.546362996,0.618840873,0.645041525
0.576221406,0.605530798,0.620783389,0.635886908,0.545754373,0.527913511,0.514022112,0.661727726,0.487750888,0.607701838,0.543053031,0.605287373,0.642316401
0.573640108,0.604465544,0.619914353,0.635000646,0.542295933,0.524163842,0.509744406,0.659555733,0.481846154,0.605525553,0.538893342,0.588607192,0.640540302
0.567397058,0.600082338,0.616375625,0.631652772,0.535103738,0.518384516,0.504233181,0.657147467,0.476884365,0.602453828,0.536195338,0.561976969,0.639631212
0.563512743,0.596086204,0.6130898,0.628553033,0.529831171,0.513385832,0.499176413,0.654966772,0.472564399,0.600615263,0.53319329,0.571130037,0.639412999
0.564547598,0.595353544,0.611885786,0.626854718,0.529728293,0.513069212,0.49896422,0.651348233,0.47087881,0.601170897,0.533816636,0.572044909,0.636548877
0.562722087,0.592531919,0.60924536,0.624130785,0.527784884,0.511253893,0.497162849,0.648505509,0.468708783,0.600411952,0.53262651,0.578102648,0.638326705
0.562184691,0.591100037,0.607269049,0.621650159,0.526874781,0.510321379,0.496195227,0.64588517,0.467882723,0.599473894,0.531635523,0.586851716,0.638349593
0.563146949,0.591649592,0.607559025,0.622070014,0.528301775,0.511164665,0.496922582,0.645748556,0.467981905,0.599485159,0.531546175,0.584455729,0.630343258
0.562813222,0.591476202,0.60730207,0.621896863,0.528090894,0.510802984,0.496628881,0.645511448,0.468127042,0.599580646,0.531357527,0.551167428,0.630869627
0.559412539,0.588780046,0.605362773,0.62007308,0.525148809,0.508753717,0.49462527,0.644291997,0.466269314,0.59714216,0.5283705,0.542639434,0.631186485
0.559980869,0.588928223,0.605258942,0.619922698,0.526118577,0.50965637,0.495586842,0.643722117,0.467084497,0.597483814,0.529384255,0.553062499,0.631411076
0.560719252,0.589300573,0.605544865,0.620241523,0.526487231,0.509846449,0.495811015,0.644406021,0.466905415,0.597847044,0.529795229,0.551222563,0.631644249
0.56111896,0.589886487,0.606162608,0.620827675,0.527064562,0.510453284,0.496360034,0.644522011,0.467370987,0.598152936,0.530293703,0.55528295,0.631931365
0.560879171,0.590105832,0.606449544,0.621243238,0.526834726,0.510050595,0.495892018,0.644975126,0.466832548,0.598000824,0.529414237,0.594548166,0.634978116
0.561062753,0.590465307,0.606794119,0.621798635,0.527157784,0.510131299,0.495998979,0.645576537,0.466875762,0.598208308,0.529735923,0.614330053,0.636182189
0.561398447,0.590764046,0.607036233,0.621993482,0.527414083,0.510268211,0.496184826,0.645864367,0.467317075,0.598358035,0.530005097,0.622949481,0.638063669
0.562208772,0.59131813,0.607630312,0.622652948,0.527863979,0.510776043,0.497020334,0.646061599,0.468569845,0.598789394,0.530474782,0.649690449,0.638179243
0.56241107,0.591462731,0.60774523,0.622771978,0.528147459,0.511033058,0.497184008,0.64554143,0.469046414,0.598893344,0.530530393,0.637209535,0.638145208
0.562562108,0.591430724,0.607755065,0.622816026,0.52830261,0.511223495,0.497377425,0.645247161,0.469080746,0.598974943,0.530660927,0.630356133,0.63904196
0.562663615,0.591594756,0.60810858,0.623391569,0.528369844,0.511259794,0.497483045,0.645406187,0.469262391,0.599154174,0.530778944,0.627917826,0.639210224
